id,descriptor_id,nombre,created_at,updated_at
8324,5330,Rechazo de la apelacion restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8325,5330,Control de legalidad de la valoración de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8376,5330,Via civil y no penal,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8735,5330,Resolución de apelación incidental antes que la apelación restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8740,5330,Sentencia se fundo en hechos inexistentes,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9285,5330,Auto complementario,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9291,5330,Revalorización de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9327,5330,Valoración precedente contradictorio,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9527,5330,Resolución que de manera conjunta resuelve la apelación incidental y restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9529,5330,Falta de pronunciamiento en apelación de los precedentes contradictorios invocados,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9531,5330,Negación de participación del juicio a la victima no constituida en querellante,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9588,5330,Validación por el Tribunal de alzada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9945,5330,Poder (suficiencia),2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9947,5330,Falta de pronunciamiento del Tribunal de alzada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10009,5330,Se resolvio de manera conjunta la apelación incidental y restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10122,5330,El Tribunal de alzada no se realizo correcta revisión de la apelación restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10152,5330,Sentencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10153,10152,Al disponer reenvío de la causa,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10168,5330,Cambio de la situacion jurídica del imputado de absuelto a culpable,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10271,5330,Competencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10493,5330,Exceso de facultades del Tribunal de apelación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10645,5330,"Prueba, testimonio del menor",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10668,5330,Sana crítica,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
2713,1842,Por no existir error en el tipo,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3009,1842,Por equivocación del recurrente en su reclamo en apelación al ser planteada de manera general,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3010,1842,Por aspectos que merecieron su análisis y fueron resueltos anteriormente por el tribunal de casación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3024,1842,Por denunciar aspectos que no fueron considerados en el auto de vista,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3620,1842,Por no cumplir con la carga procesal de los supuestos en la valoracion de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3655,1842,Por resolución que no incurrio en la incongruencia omisiva denunciada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3696,1842,Por no determinar qué principios de la sana critica fueron vulnerados en la valoración de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4568,1842,por presentación extemporánea de la apelacion restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4575,1842,Por cumplir el Tribunal de alzada doctrina legal aplicable establecida en anterior Auto Supremo dentro del mismo proceso,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4758,1842,Por no establecer los errores o contradicciones en que incurrio el tribunal de alzada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4909,1842,Por reclamar falta de fundamentación de argumentos que no constituian agravios dentro el recurso de apelación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4911,1842,Por resolución debidamente motivada que explica las razones de la decisión asumida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5125,1842,Por denunciar en casación de forma genérica defectuosa valoracion de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5334,1842,Por denunciar aspectos que ya fueron sometidos a revisión en anterior Auto Supremo,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5342,1842,Pese a la posibilidad de modificarse o anularse el Auto de Vista no cambiaria el resultado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5203,5342,No cambia el resultado final de la sanción,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5341,5342,No cambia el resultado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5354,1842,Por invocar doctrina superada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5372,1842,Por plantearse incidente en casación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5516,1842,Por ausencia de carga argumentativa o carencia recursiva,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
2001,5516,Por impugnar en casación aspectos no reclamados previamente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1996,2001,Por no denunciar a momento de presentar recurso de apelación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
2002,2001,Por no interponer incidente de exclusión probatoria,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
2540,2001,(Per saltum) Por plantear nuevos agravios que no fueron denunciados en apelación restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4757,2001,Por no objetar o impugnar la personeria,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5338,2001,Por no interponer apelación incidental y pretender impugnar recien en casación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5359,2001,Por planteamiento extemporáneo en apelacion restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5868,2001,Por no denunciar en apelación sobre quantum de la pena,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5882,2001,Por no denunciar errónea aplicación de la ley sustantiva,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5891,2001,Al no plantear incidente en juicio oral,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5945,2001,Por no reclamar la aplicación de sanción máxima del delito más grave al oponerse al procedimiento abreviado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6018,2001,Por no plantear en juicio oral,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10491,6018,Ningun incidente o excepción,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6094,2001,Por no reclamar la inasistencia de su abogado a audiencia conclusiva,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8455,2001,Por haber precluido la etapa procesal,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8736,2001,Fijación de la pena,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4545,5516,Por falta de argumentos con sustento normativo que permita la modificacion del resultado del fallo,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5517,5516,De acreditar el perjuicio,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5888,5516,Por carencia recursiva,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
2011,5888,Por carencia recursiva para demostrar la interpretación que vulnera derechos fundamentales,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5353,5888,"Al invocar Auto Supremo infundado, que no contiene doctrina legal aplicable",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5889,5888,"Por denuncia general, vaga e imprecisa",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6103,5888,Por plantear denuncia contradictoria,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6116,5888,Por denunciar aspectos no comtemplados en la resolución impugnada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6580,5888,Al no precisar la trascendencia de la prueba ofrecida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6638,5888,Al no ser cierta lo denunciado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6889,5888,Al limitar su denuncia reiterando los fundamentos contenidos en el auto de vista,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9162,5888,Al no precisar la incorrecta o erronea valoración de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9913,5888,Al plantear en casación aspectos que no tienen relación con su apelación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10006,5888,Por denunciar aspectos que fueron resueltos por el Tribunal de alzada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10142,5888,Al invocar Auto Supremo basado en norma que esta fuera del ordenamiento jurídico vigente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10666,5888,Por denunciar directamente la sentencia y no el Auto de Vista,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6065,5516,Al señalar en casación los mismos argumentos alegados en apelacion restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6571,5516,Al no identificar la norma vulnerada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8742,5516,Sin cumplir presupuestos para observar la actividad valorativa,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9230,5516,Al no ser posible desentrañar cual el alcance y voluntad del recurrente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9255,5516,Planteamiento generico y sin precision,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10149,5516,Valoracion de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10150,10149,Sin individualizar la prueba revalorizada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10173,10149,Sin precisar que reglas del correcto entendimiento fueron infringidas,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10932,10149,Correcta labor de logicidad en la valoración de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10269,5516,Por no expresar las razones porque la dilación del juicio afecto la decision de los jueces,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10350,5516,De la revalorización de la prueba denunciada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10382,5516,Al no observar el deber de comparecencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10407,5516,Por denuncia contra resolución o acto no impugnable,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10414,10407,Contra apelación incidental,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10415,10407,Contra querella o acusación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10416,10407,Contra Sentencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10474,10407,Contra reserva de apelacion no planteada oportunamente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10408,5516,Al no fundamentar coherente y lógicamente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5598,1842,Pese a la falta de notificacion personal pero tomo conocimiento,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5599,5598,De la convocatoria de juicio oral pero se notifico por su lectura,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5613,1842,Por carecer de veracidad las denuncias reclamadas en casación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5698,1842,Por sustentar el recurso en base a doctrina legal superada y modulada por otra jurisprudencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5700,1842,Por no establecer qué reglas de la sana critica fueron inobservadas en la valoración de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5719,1842,Por no precisar en el recurso de apelación las normas vulneradas con la debida fundamentación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5723,1842,Por no individualizar dentro del proceso el medio probatorio que considera no ha sido debidamente valorado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5834,1842,Por falta de legitimación para reclamar supuestos agravios que afectan a los otros coimputados,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5883,1842,Por error en la Sentencia que no genera consecuencias en el fallo,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5701,5883,Por error insustancial en la sentencia que no genera su incongruencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5884,5883,Por error involuntario al escribir un delito,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10924,5883,"Ante la ausencia de la fecha en la Sentencia, esta puede ser determinada por otros medios",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6733,1842,Por denunciar defectos formales que no resultan trascendentales en la presentación del recurso de apelación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6904,1842,Por denunciar de manera imprecisa la vulneración a la norma,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7526,1842,Por falta de legitimación activa al reclamar derechos de terceros que no le generan perjuicio al recurrente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8301,1842,Por la consignación errónea de un trámite en el Auto de Vista que no es relevante,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8319,1842,En casación no se puede revisar incidente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9266,1842,Al no ser posible conocer la voluntad del recurrente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9290,1842,Por denuncia genérica,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9566,1842,Por falta de legitimicación al no haber interpuesto apelación -porque la Sentencia le era favorable- y en casacion pide respuesta fundada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9855,1842,Por falta de legitimación al no haber interpuesto apelación y reclama la falta de audiencia de fundamentación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9914,1842,Por denunciar mediante argumentos confusos,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10916,1842,Al no existir vulneración de derechos y garantias constitucionales como el acceso a la justicia y el debido proceso,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10920,1842,al no acreditarse errónea aplicación de la Ley sustantiva,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10929,1842,Correcta valoración de la prueba enmarcada bajo las reglas de la sana crítica,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10933,1842,"Al no existir transgresión a los derechos del debido proceso, defensa y seguridad jurídica",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
11006,1842,"Por el principio de favorabilidad respecto al interés superior de la niña, niño y adolescente",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1851,1771,Legitimación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1942,1851,Activa,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1943,1942,Abogado requiere de poder o firma de agraviado en el memorial de interposición,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1978,1942,Defensores públicos sin representación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6054,1942,Control del Tribunal de alzada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
2027,1851,No admite adhesión al recurso,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1903,1771,Alcances,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1904,1903,Objetivo,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3006,1903,Finalidad,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9546,1903,Cuando el planteamiento corresponde a un recurso de casacion y no una excepción corresponde verificarse en fase de admisibilidad,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
2558,1771,Fundado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3118,2558,Por incumplir el Tribunal de alzada doctrina legal aplicable establecida en anterior Auto Supremo dentro del mismo proceso,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7424,3118,Insta al Consejo de la Magistratura se inicie acciones,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7777,3118,Sobre la fijacion de la pena,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8733,3118,Sobre la audiencia conclusiva,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8738,3118,Cumplimiento del art. 413 del CPP,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9958,3118,Sobre la valoración de las pruebas,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10123,3118,Se corrija directamente levantamiento de medida sobre el inmueble por inexistencia de delito,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10128,3118,Sobre la labor de subsunción,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10129,3118,Al repetir los mismos argumentos del Auto de Vista dejado sin efecto anteriormente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10250,3118,Sobre defectos de sentencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
11004,3118,Sobre la incidencia para juzgar con perspectiva de género,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
11005,3118,Por no aplicar jurisprudencia sentada por la Corte Interamericana de Derechos Humanos,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3690,2558,Por no ser posible que el Tribunal de alzada revalorice prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5380,2558,Excepcionalmente son recurribles las denuncias por incongruencia omisiva de apelacion incidental planteada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5833,2558,Por falta de notificación con el señalamiento de audiencia de fundamentación oral del recurso de apelación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10906,2558,Por falta de fundamentación y motivación en violación a lo establecido por el art. 124 del CPP,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10915,2558,"Se incurrió en el vicio procesal de incongruencia omisiva y se violentó la garantia al debido proceso, en su componente derecho a la debida fundamentación",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10930,2558,Ausencia de la labor del control de logicidad,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10931,2558,"Inobservancia y errónea aplicación de la Ley sustantiva, previsto por el art. 370 num. 1 del CPP",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10938,2558,Por defectuosa valoración probatoria,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10942,2558,Por vulnerar el debido proceso en sus elementos del derecho a la defensa e impugnación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10943,2558,Por emitir Resolución Ultra Petita,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10961,2558,Pena accesoria,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10962,10961,"El tribunal de apelación, debe fundamentar y motivar, justificando su decisión en caso de introducir un nuevo tipo penal e imponer la pena accesoria, cuidando de no ejercer su facultad incurriendo en revalorización de las pruebas del proceso. ",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3508,1771,Retiro de Recurso,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7375,1771,Resolución,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7376,7375,Dispone,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7378,7376,Devolucion de obrados en cumplimiento a la Sentencia COnstitucional,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10159,7375,Corrección procesal,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10160,10159,NO ha lugar. Incidentes no pueden ser traídcos en casación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8098,1771,Requisitos,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8099,8098,El precedente contradictorio a invocarse,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8101,8099,"No es precedente contradictorio, el fallo invocado que indefectiblemente no trata de una temática similar a la desarrollada en el auto de vista",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8127,8099,Es imposible realizar la labor de contraste si el recurrente cita como precedente contradictorio un fallo emanado en vigencia de un abrogado CPP,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8148,8099,Denuncia de errónea aplicación de la norma sustantiva vinculada a la parte especial del Código Penal debe ser similar al precedente invocado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8152,8099,Debe existir situación análoga en los precedentes invocados por el recurrente a fin de que el TSJ pueda ejercer su función monofiláctica,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8153,8099,Los precedentes invocados deben tener situaciones de hecho similares a los contenidos en el auto de vista a fin de que la doctrina legal sea aplicable,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8143,8098,Contenido de la impugnaciòn,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8144,8143,La denuncia de revalorización de la prueba debe precisar la prueba que considera revalorizada y no limitarse a cuestionar las conclusiones realizadas,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8151,8143,"En aplicación del principio dispositivo, el recurrente debe formular de manera clara y fundamentada sus pretensiones",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8169,8143,Determinadas las pruebas cuestionadas el recurrente debe citar la norma jurídica violada además de establecer su pretensión,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8185,8143,"Denuncia de errónea aplicación de la ley sustantiva debe ser fundamentada, clara y expresa, señalando que norma sustantiva debió aplicarse",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1780,1497,Recurso de apelación restringida,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1785,1780,Resolución,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1786,1785,Ilegal,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1825,1786,Por emitirse por Vocales que no fueron convocados inicialmente,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3037,1825,Al ser emitido por no vocal que no participo en audiencia complementaria,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
1898,1786,Por resolución sin la debida fundamentación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3397,1898,Al admitir el recurso y declarar su improcedencia sin especificar razones fundamentada y motivada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3614,1898,Sobre la correcta valoración de la prueba,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3665,1898,De la concurrencia de los elementos del tipo penal,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5600,3665,Sobre la falta de concurrencia del agravante de asesinato-motivo futil,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3728,1898,Del cambio de la situacion juridica de absuelto a condenado o viceversa,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
3741,1898,Sin la revisión integral de la Sentencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4354,1898,Del agravio que amerita nuevo fallo en atención a los antecedentes procesales y sin reenvió del juicio,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5211,1898,De la denuncia de haber sido condenado por delito de acción privada y no pública,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5212,1898,Fijación de la pena,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
4787,5212,Sobre el quantum de la pena,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5221,5212,Sobre las atenuantes,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6117,5212,Personalidad del autor,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9279,5212,Concurso real,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9532,5212,Sobre las agravantes,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5321,1898,"Al emitir argumentos generales, abstractos y evasivos",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5363,1898,De los requisitos incumplidos por el apelante para rechazar el recurso,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5534,1898,"De señalar, como el recurrente dio cumplimiento a los requisitos de admisibilidad",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5545,1898,Sobre la reformatio in peius,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5844,1898,Sobre el examen individualizado de los procesados,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5879,1898,"De las razones lógicas de los Vocales, del porqué considera que la Sentencia esta fundamentada",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
5996,1898,De notorias contradicciones,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6022,1898,Al realizar análisis sesgado,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6049,1898,Al realizar test de admisibilidad,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6082,1898,Al no considerar que para ser delito de Tráfico de SS.CC. deben concurrir varias acciones,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6092,1898,De la carga argumentativa,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6115,1898,Sin precisar las reglas de la sana crítica vulneradas,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6640,1898,Al no pronunciarse sobre cada uno de los aspectos reclamados,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
6902,1898,Al no explicar los hechos incongruentes entre la acusación y la sentencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7358,1898,Por no explicar por qué las pruebas observadas merecen la fe probatoria asignada en la sentencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7359,1898,Por no brindar razonamientos de hecho y derecho que motiven la nulidad de la sentencia,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7422,1898,Por no ser expresa,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7434,1898,Al no pronunciarse sobre la declaración,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
7742,1898,Sobre la vulneración de los principios de inmediación y continuidad en la suspensión de audiencias,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
8423,1898,De las conclusiones arribadas,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9222,1898,Al emitir resolucion en base a datos falsos,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9242,1898,Al no verificarse la denuncia de apelación,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9264,1898,Sobre el pago de costas,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9284,1898,Por no otorgar razones de hecho y derecho,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9526,1898,Sobre la contradiccion entre la parte considerativa con la resolutiva,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9940,1898,Sobre la subsunción,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9954,1898,Al emitir resolución que carece de claridad y es incomprensible,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
9995,1898,Al no dar una respuesta motivada,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10176,1898,Al emitir argumentos vagos e imprecisos,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10196,1898,Por no explicar que en sentencia absolutoria solo exista los hechos probados y no asi los no probados,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10438,1898,"Al NO ser: expresa, clara, completa y legítima",2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10667,1898,Al ser evasiva e incompleta,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
10672,1898,Por no realizar una correcta identificación del agravio,2025-07-14 20:53:10.443430,2025-07-14 20:53:10.446053
